BEGIN DSCRDATA
% INDEX	K01	L01	M01	K02	L02	M02	K03	L03	M03	K04	L04	M04	K05	L05	M05	K06	L06	M06	K07	L07	M07	K08	L08	M08	K09	L09	M09	K10	L10	M10	K11	L11	M11	K12	L12	M12	K13	L13	M13	K14	L14	M14	K15	L15	M15	K16	L16	M16	K17	L17	M17	K18	L18	M18	T01	T02	T03
132	3.1E-12	1E10	1E10	1E-30	1.03884090972271E-10	1E10	1E-30	1E10	0.18207581276636	1E-30	1.65458577145446E-11	0.216985955823233	8.13510879822966E-11	2.86756760231585E-12	0.233294013175211	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1	-0.05	0.05
133	3.1E-12	1E10	1E10	1E-30	1.03884090972271E-10	1E10	1E-30	1E10	0.18207581276636	1E-30	1.65458577145446E-11	0.216985955823233	8.13510879822966E-11	2.86756760231585E-12	0.233294013175211	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1	-0.1	0.1
134	3.1E-12	1E10	1E10	1E-30	1.03884090972271E-10	1E10	1E-30	1E10	0.18207581276636	1E-30	1.65458577145446E-11	0.216985955823233	8.13510879822966E-11	2.86756760231585E-12	0.233294013175211	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1	-0.25	0.25
135	3.2E-12	1E10	1E10	1E-30	1.04014998361745E-10	1E10	1E-30	1E10	0.173874786728537	1E-30	1.44333847926935E-11	0.219035825802597	5.54218634598373E-11	3.49810414096494E-12	0.226071076402724	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1	-0.1	0.1
136	3.2E-12	1E10	1E10	1E-30	1.04014998361745E-10	1E10	1E-30	1E10	0.173874786728537	1E-30	1.44333847926935E-11	0.219035825802597	5.54218634598373E-11	3.49810414096494E-12	0.226071076402724	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1	-0.25	0.25
137	3.2E-12	1E10	1E10	1E-30	1.04014998361745E-10	1E10	1E-30	1E10	0.173874786728537	1E-30	1.44333847926935E-11	0.219035825802597	5.54218634598373E-11	3.49810414096494E-12	0.226071076402724	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1	-0.05	0.05
138	3.2E-12	1E10	1E10	1E-30	1.04014998361745E-10	1E10	1E-30	1E10	0.173874786728537	1E-30	1.44333847926935E-11	0.219035825802597	5.54218634598373E-11	3.49810414096494E-12	0.226071076402724	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1	-0.1	0.1
139	3.2E-12	1E10	1E10	1E-30	1.04014998361745E-10	1E10	1E-30	1E10	0.173874786728537	1E-30	1.44333847926935E-11	0.219035825802597	5.54218634598373E-11	3.49810414096494E-12	0.226071076402724	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1	-0.25	0.25
140	3.3E-12	1E10	1E10	1E-30	1.04014998361745E-10	1E10	1E-30	1E10	0.173874786728537	1E-30	1.44333847926935E-11	0.219035825802597	5.54218634598373E-11	3.49810414096494E-12	0.226071076402724	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1	-0.1	0.1
141	3.3E-12	1E10	1E10	1E-30	1.04014998361745E-10	1E10	1E-30	1E10	0.173874786728537	1E-30	1.44333847926935E-11	0.219035825802597	5.54218634598373E-11	3.49810414096494E-12	0.226071076402724	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1	-0.25	0.25
142	3.3E-12	1E10	1E10	1E-30	1.04014998361745E-10	1E10	1E-30	1E10	0.173874786728537	1E-30	1.44333847926935E-11	0.219035825802597	5.54218634598373E-11	3.49810414096494E-12	0.226071076402724	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1	-0.05	0.05
143	3.3E-12	1E10	1E10	1E-30	1.04014998361745E-10	1E10	1E-30	1E10	0.173874786728537	1E-30	1.44333847926935E-11	0.219035825802597	5.54218634598373E-11	3.49810414096494E-12	0.226071076402724	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1	-0.1	0.1
144	3.3E-12	1E10	1E10	1E-30	1.04014998361745E-10	1E10	1E-30	1E10	0.173874786728537	1E-30	1.44333847926935E-11	0.219035825802597	5.54218634598373E-11	3.49810414096494E-12	0.226071076402724	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1	-0.25	0.25
145	3.4E-12	1E10	1E10	1E-30	1.04014998361745E-10	1E10	1E-30	1E10	0.173874786728537	1E-30	1.44333847926935E-11	0.219035825802597	5.54218634598373E-11	3.49810414096494E-12	0.226071076402724	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1	-0.1	0.1
146	3.4E-12	1E10	1E10	1E-30	1.04014998361745E-10	1E10	1E-30	1E10	0.173874786728537	1E-30	1.44333847926935E-11	0.219035825802597	5.54218634598373E-11	3.49810414096494E-12	0.226071076402724	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1	-0.25	0.25
147	3.4E-12	1E10	1E10	1E-30	1.04014998361745E-10	1E10	1E-30	1E10	0.173874786728537	1E-30	1.44333847926935E-11	0.219035825802597	5.54218634598373E-11	3.49810414096494E-12	0.226071076402724	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1	-0.05	0.05
148	3.4E-12	1E10	1E10	1E-30	1.04014998361745E-10	1E10	1E-30	1E10	0.173874786728537	1E-30	1.44333847926935E-11	0.219035825802597	5.54218634598373E-11	3.49810414096494E-12	0.226071076402724	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1	-0.1	0.1
149	3.4E-12	1E10	1E10	1E-30	1.04014998361745E-10	1E10	1E-30	1E10	0.173874786728537	1E-30	1.44333847926935E-11	0.219035825802597	5.54218634598373E-11	3.49810414096494E-12	0.226071076402724	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1	-0.25	0.25
150	3.5E-12	1E10	1E10	1E-30	1.04027526088587E-10	1E10	1E-30	1E10	0.169744346651656	1E-30	1.57330907121173E-11	0.238228277320588	6.32629624357669E-11	2.90730066967569E-12	0.233146550919198	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1	-0.1	0.1
151	3.5E-12	1E10	1E10	1E-30	1.04027526088587E-10	1E10	1E-30	1E10	0.169744346651656	1E-30	1.57330907121173E-11	0.238228277320588	6.32629624357669E-11	2.90730066967569E-12	0.233146550919198	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1	-0.25	0.25
152	3.5E-12	1E10	1E10	1E-30	1.04027526088587E-10	1E10	1E-30	1E10	0.169744346651656	1E-30	1.57330907121173E-11	0.238228277320588	6.32629624357669E-11	2.90730066967569E-12	0.233146550919198	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1	-0.05	0.05
153	3.5E-12	1E10	1E10	1E-30	1.04027526088587E-10	1E10	1E-30	1E10	0.169744346651656	1E-30	1.57330907121173E-11	0.238228277320588	6.32629624357669E-11	2.90730066967569E-12	0.233146550919198	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1	-0.1	0.1
154	3.5E-12	1E10	1E10	1E-30	1.04027526088587E-10	1E10	1E-30	1E10	0.169744346651656	1E-30	1.57330907121173E-11	0.238228277320588	6.32629624357669E-11	2.90730066967569E-12	0.233146550919198	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1	-0.25	0.25
155	3.6E-12	1E10	1E10	1E-30	1.04027526088587E-10	1E10	1E-30	1E10	0.169744346651656	1E-30	1.57330907121173E-11	0.238228277320588	6.32629624357669E-11	2.90730066967569E-12	0.233146550919198	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1	-0.1	0.1
156	3.6E-12	1E10	1E10	1E-30	1.04027526088587E-10	1E10	1E-30	1E10	0.169744346651656	1E-30	1.57330907121173E-11	0.238228277320588	6.32629624357669E-11	2.90730066967569E-12	0.233146550919198	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1	-0.25	0.25
157	3.6E-12	1E10	1E10	1E-30	1.04027526088587E-10	1E10	1E-30	1E10	0.169744346651656	1E-30	1.57330907121173E-11	0.238228277320588	6.32629624357669E-11	2.90730066967569E-12	0.233146550919198	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1	-0.05	0.05
158	3.6E-12	1E10	1E10	1E-30	1.04027526088587E-10	1E10	1E-30	1E10	0.169744346651656	1E-30	1.57330907121173E-11	0.238228277320588	6.32629624357669E-11	2.90730066967569E-12	0.233146550919198	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1	-0.1	0.1
159	3.6E-12	1E10	1E10	1E-30	1.04027526088587E-10	1E10	1E-30	1E10	0.169744346651656	1E-30	1.57330907121173E-11	0.238228277320588	6.32629624357669E-11	2.90730066967569E-12	0.233146550919198	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1	-0.25	0.25
160	3.7E-12	1E10	1E10	1E-30	1.04027526088587E-10	1E10	1E-30	1E10	0.169744346651656	1E-30	1.57330907121173E-11	0.238228277320588	6.32629624357669E-11	2.90730066967569E-12	0.233146550919198	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1	-0.1	0.1
161	3.7E-12	1E10	1E10	1E-30	1.04027526088587E-10	1E10	1E-30	1E10	0.169744346651656	1E-30	1.57330907121173E-11	0.238228277320588	6.32629624357669E-11	2.90730066967569E-12	0.233146550919198	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1	-0.25	0.25
162	3.7E-12	1E10	1E10	1E-30	1.04027526088587E-10	1E10	1E-30	1E10	0.169744346651656	1E-30	1.57330907121173E-11	0.238228277320588	6.32629624357669E-11	2.90730066967569E-12	0.233146550919198	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1	-0.05	0.05
163	3.7E-12	1E10	1E10	1E-30	1.04027526088587E-10	1E10	1E-30	1E10	0.169744346651656	1E-30	1.57330907121173E-11	0.238228277320588	6.32629624357669E-11	2.90730066967569E-12	0.233146550919198	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1	-0.1	0.1
164	3.7E-12	1E10	1E10	1E-30	1.04027526088587E-10	1E10	1E-30	1E10	0.169744346651656	1E-30	1.57330907121173E-11	0.238228277320588	6.32629624357669E-11	2.90730066967569E-12	0.233146550919198	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1	-0.25	0.25
165	3.8E-12	1E10	1E10	1E-30	1.05027526088587E-10	1E10	1E-30	1E10	0.165880493594824	1E-30	1.40221318569179E-11	0.207488155644192	8.05077133467004E-11	3.06737430007555E-12	0.229291972162668	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1	-0.1	0.1
166	3.8E-12	1E10	1E10	1E-30	1.05027526088587E-10	1E10	1E-30	1E10	0.165880493594824	1E-30	1.40221318569179E-11	0.207488155644192	8.05077133467004E-11	3.06737430007555E-12	0.229291972162668	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1	-0.25	0.25
167	3.8E-12	1E10	1E10	1E-30	1.05027526088587E-10	1E10	1E-30	1E10	0.165880493594824	1E-30	1.40221318569179E-11	0.207488155644192	8.05077133467004E-11	3.06737430007555E-12	0.229291972162668	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1	-0.05	0.05
168	3.8E-12	1E10	1E10	1E-30	1.05027526088587E-10	1E10	1E-30	1E10	0.165880493594824	1E-30	1.40221318569179E-11	0.207488155644192	8.05077133467004E-11	3.06737430007555E-12	0.229291972162668	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1	-0.1	0.1
169	3.8E-12	1E10	1E10	1E-30	1.05027526088587E-10	1E10	1E-30	1E10	0.165880493594824	1E-30	1.40221318569179E-11	0.207488155644192	8.05077133467004E-11	3.06737430007555E-12	0.229291972162668	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1	-0.25	0.25
170	3.9E-12	1E10	1E10	1E-30	1.05027526088587E-10	1E10	1E-30	1E10	0.165880493594824	1E-30	1.40221318569179E-11	0.207488155644192	8.05077133467004E-11	3.06737430007555E-12	0.229291972162668	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1	-0.1	0.1
171	3.9E-12	1E10	1E10	1E-30	1.05027526088587E-10	1E10	1E-30	1E10	0.165880493594824	1E-30	1.40221318569179E-11	0.207488155644192	8.05077133467004E-11	3.06737430007555E-12	0.229291972162668	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1	-0.25	0.25
172	3.9E-12	1E10	1E10	1E-30	1.05027526088587E-10	1E10	1E-30	1E10	0.165880493594824	1E-30	1.40221318569179E-11	0.207488155644192	8.05077133467004E-11	3.06737430007555E-12	0.229291972162668	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1	-0.05	0.05
173	3.9E-12	1E10	1E10	1E-30	1.05027526088587E-10	1E10	1E-30	1E10	0.165880493594824	1E-30	1.40221318569179E-11	0.207488155644192	8.05077133467004E-11	3.06737430007555E-12	0.229291972162668	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1	-0.1	0.1
174	3.9E-12	1E10	1E10	1E-30	1.05027526088587E-10	1E10	1E-30	1E10	0.165880493594824	1E-30	1.40221318569179E-11	0.207488155644192	8.05077133467004E-11	3.06737430007555E-12	0.229291972162668	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1	-0.25	0.25
175	4E-12	1E10	1E10	1E-30	1.04627526088587E-10	1E10	1E-30	1E10	0.165880493594824	1E-30	1.40221318569179E-11	0.207488155644192	8.05077133467004E-11	3.06737430007555E-12	0.229291972162668	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1	-0.1	0.1
176	4E-12	1E10	1E10	1E-30	1.04627526088587E-10	1E10	1E-30	1E10	0.165880493594824	1E-30	1.40221318569179E-11	0.207488155644192	8.05077133467004E-11	3.06737430007555E-12	0.229291972162668	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1	-0.25	0.25
