BEGIN DSCRDATA
% INDEX	K01	L01	M01	K02	L02	M02	K03	L03	M03	K04	L04	M04	K05	L05	M05	K06	L06	M06	K07	L07	M07	K08	L08	M08	K09	L09	M09	K10	L10	M10	K11	L11	M11	K12	L12	M12	K13	L13	M13	K14	L14	M14	K15	L15	M15	K16	L16	M16	K17	L17	M17	K18	L18	M18	T01	T02	T03
121	2.4E-12	1E10	1E10	1E-30	1.48E-10	1E10	1E-30	1E10	0.28	1E-30	5.10853834118284E-13	5.61713128313463E-02	4.53778422600643E-09	7.7260687921887E-14	1.64405965243487E-02	2.28549011998883E-11	1.08657758896244E-11	1E5	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1	-0.1	0.1
122	2.4E-12	1E10	1E10	1E-30	1.48E-10	1E10	1E-30	1E10	0.28	1E-30	5.10853834118284E-13	5.61713128313463E-02	4.53778422600643E-09	7.7260687921887E-14	1.64405965243487E-02	2.28549011998883E-11	1.08657758896244E-11	1E5	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1	-0.25	0.25
123	2.5E-12	1E10	1E10	1E-30	1.48E-10	1E10	1E-30	1E10	0.28	1E-30	5.10853834118284E-13	5.61713128313463E-02	4.53778422600643E-09	7.7260687921887E-14	1.64405965243487E-02	2.28549011998883E-11	1.08657758896244E-11	1E5	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1	-0.05	0.05
124	2.5E-12	1E10	1E10	1E-30	1.48E-10	1E10	1E-30	1E10	0.28	1E-30	5.10853834118284E-13	5.61713128313463E-02	4.53778422600643E-09	7.7260687921887E-14	1.64405965243487E-02	2.28549011998883E-11	1.08657758896244E-11	1E5	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1	-0.1	0.1
125	2.5E-12	1E10	1E10	1E-30	1.48E-10	1E10	1E-30	1E10	0.28	1E-30	5.10853834118284E-13	5.61713128313463E-02	4.53778422600643E-09	7.7260687921887E-14	1.64405965243487E-02	2.28549011998883E-11	1.08657758896244E-11	1E5	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1	-0.25	0.25
126	2.5E-12	1E10	1E10	1E-30	1.48E-10	1E10	1E-30	1E10	0.28	1E-30	5.10853834118284E-13	5.61713128313463E-02	4.53778422600643E-09	7.7260687921887E-14	1.64405965243487E-02	2.28549011998883E-11	1.08657758896244E-11	1E5	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1	-0.05	0.05
127	2.5E-12	1E10	1E10	1E-30	1.48E-10	1E10	1E-30	1E10	0.28	1E-30	5.10853834118284E-13	5.61713128313463E-02	4.53778422600643E-09	7.7260687921887E-14	1.64405965243487E-02	2.28549011998883E-11	1.08657758896244E-11	1E5	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1	-0.1	0.1
128	2.5E-12	1E10	1E10	1E-30	1.48E-10	1E10	1E-30	1E10	0.28	1E-30	5.10853834118284E-13	5.61713128313463E-02	4.53778422600643E-09	7.7260687921887E-14	1.64405965243487E-02	2.28549011998883E-11	1.08657758896244E-11	1E5	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1	-0.25	0.25
129	2.6E-12	1E10	1E10	1E-30	1.40402167871182E-10	1E10	1E-30	1E10	0.25	1E-30	3.99329038218105E-12	0.202824746184753	1.17513834343949E-11	2.11325105511104E-11	134100701.193865	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1	-0.05	0.05
130	2.6E-12	1E10	1E10	1E-30	1.40402167871182E-10	1E10	1E-30	1E10	0.25	1E-30	3.99329038218105E-12	0.202824746184753	1.17513834343949E-11	2.11325105511104E-11	134100701.193865	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1	-0.1	0.1
131	2.6E-12	1E10	1E10	1E-30	1.40402167871182E-10	1E10	1E-30	1E10	0.25	1E-30	3.99329038218105E-12	0.202824746184753	1.17513834343949E-11	2.11325105511104E-11	134100701.193865	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1	-0.25	0.25
132	2.6E-12	1E10	1E10	1E-30	1.40402167871182E-10	1E10	1E-30	1E10	0.25	1E-30	3.99329038218105E-12	0.202824746184753	1.17513834343949E-11	2.11325105511104E-11	134100701.193865	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1	-0.05	0.05
133	2.6E-12	1E10	1E10	1E-30	1.40402167871182E-10	1E10	1E-30	1E10	0.25	1E-30	3.99329038218105E-12	0.202824746184753	1.17513834343949E-11	2.11325105511104E-11	134100701.193865	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1	-0.1	0.1
134	2.6E-12	1E10	1E10	1E-30	1.40402167871182E-10	1E10	1E-30	1E10	0.25	1E-30	3.99329038218105E-12	0.202824746184753	1.17513834343949E-11	2.11325105511104E-11	134100701.193865	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1	-0.25	0.25
135	2.7E-12	1E10	1E10	1E-30	1.40402167871182E-10	1E10	1E-30	1E10	0.25	1E-30	3.99329038218105E-12	0.202824746184753	1.17513834343949E-11	2.11325105511104E-11	134100701.193865	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1	-0.05	0.05
136	2.7E-12	1E10	1E10	1E-30	1.40402167871182E-10	1E10	1E-30	1E10	0.25	1E-30	3.99329038218105E-12	0.202824746184753	1.17513834343949E-11	2.11325105511104E-11	134100701.193865	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1	-0.1	0.1
137	2.7E-12	1E10	1E10	1E-30	1.40402167871182E-10	1E10	1E-30	1E10	0.25	1E-30	3.99329038218105E-12	0.202824746184753	1.17513834343949E-11	2.11325105511104E-11	134100701.193865	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1	-0.25	0.25
138	2.7E-12	1E10	1E10	1E-30	1.40402167871182E-10	1E10	1E-30	1E10	0.25	1E-30	3.99329038218105E-12	0.202824746184753	1.17513834343949E-11	2.11325105511104E-11	134100701.193865	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1	-0.05	0.05
139	2.7E-12	1E10	1E10	1E-30	1.40402167871182E-10	1E10	1E-30	1E10	0.25	1E-30	3.99329038218105E-12	0.202824746184753	1.17513834343949E-11	2.11325105511104E-11	134100701.193865	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1	-0.1	0.1
140	2.7E-12	1E10	1E10	1E-30	1.40402167871182E-10	1E10	1E-30	1E10	0.25	1E-30	3.99329038218105E-12	0.202824746184753	1.17513834343949E-11	2.11325105511104E-11	134100701.193865	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1	-0.25	0.25
141	2.8E-12	1E10	1E10	1E-30	1.40402167871182E-10	1E10	1E-30	1E10	0.25	1E-30	3.99329038218105E-12	0.202824746184753	1.17513834343949E-11	2.11325105511104E-11	134100701.193865	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1	-0.05	0.05
142	2.8E-12	1E10	1E10	1E-30	1.40402167871182E-10	1E10	1E-30	1E10	0.25	1E-30	3.99329038218105E-12	0.202824746184753	1.17513834343949E-11	2.11325105511104E-11	134100701.193865	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1	-0.1	0.1
143	2.8E-12	1E10	1E10	1E-30	1.40402167871182E-10	1E10	1E-30	1E10	0.25	1E-30	3.99329038218105E-12	0.202824746184753	1.17513834343949E-11	2.11325105511104E-11	134100701.193865	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1	-0.25	0.25
144	2.8E-12	1E10	1E10	1E-30	1.40402167871182E-10	1E10	1E-30	1E10	0.25	1E-30	3.99329038218105E-12	0.202824746184753	1.17513834343949E-11	2.11325105511104E-11	134100701.193865	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1	-0.05	0.05
145	2.8E-12	1E10	1E10	1E-30	1.40402167871182E-10	1E10	1E-30	1E10	0.25	1E-30	3.99329038218105E-12	0.202824746184753	1.17513834343949E-11	2.11325105511104E-11	134100701.193865	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1	-0.1	0.1
146	2.8E-12	1E10	1E10	1E-30	1.40402167871182E-10	1E10	1E-30	1E10	0.25	1E-30	3.99329038218105E-12	0.202824746184753	1.17513834343949E-11	2.11325105511104E-11	134100701.193865	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1	-0.25	0.25
147	2.9E-12	1E10	1E10	1E-30	1.65106002505499E-10	1E10	1E-30	1E10	0.25	1E-30	2.06634370904981E-12	5.19328817291391E-02	4.53993365792921E-11	6.96513152183707E-12	1E5	2.5507649963874E-10	1.14588738950142E-12	0.234976333945462	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1	-0.05	0.05
148	2.9E-12	1E10	1E10	1E-30	1.65106002505499E-10	1E10	1E-30	1E10	0.25	1E-30	2.06634370904981E-12	5.19328817291391E-02	4.53993365792921E-11	6.96513152183707E-12	1E5	2.5507649963874E-10	1.14588738950142E-12	0.234976333945462	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1	-0.1	0.1
149	2.9E-12	1E10	1E10	1E-30	1.65106002505499E-10	1E10	1E-30	1E10	0.25	1E-30	2.06634370904981E-12	5.19328817291391E-02	4.53993365792921E-11	6.96513152183707E-12	1E5	2.5507649963874E-10	1.14588738950142E-12	0.234976333945462	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1	-0.25	0.25
150	2.9E-12	1E10	1E10	1E-30	1.65106002505499E-10	1E10	1E-30	1E10	0.25	1E-30	2.06634370904981E-12	5.19328817291391E-02	4.53993365792921E-11	6.96513152183707E-12	1E5	2.5507649963874E-10	1.14588738950142E-12	0.234976333945462	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1	-0.05	0.05
151	2.9E-12	1E10	1E10	1E-30	1.65106002505499E-10	1E10	1E-30	1E10	0.25	1E-30	2.06634370904981E-12	5.19328817291391E-02	4.53993365792921E-11	6.96513152183707E-12	1E5	2.5507649963874E-10	1.14588738950142E-12	0.234976333945462	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1	-0.1	0.1
152	2.9E-12	1E10	1E10	1E-30	1.65106002505499E-10	1E10	1E-30	1E10	0.25	1E-30	2.06634370904981E-12	5.19328817291391E-02	4.53993365792921E-11	6.96513152183707E-12	1E5	2.5507649963874E-10	1.14588738950142E-12	0.234976333945462	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1	-0.25	0.25
153	3E-12	1E10	1E10	1E-30	1.65106002505499E-10	1E10	1E-30	1E10	0.25	1E-30	2.06634370904981E-12	5.19328817291391E-02	4.53993365792921E-11	6.96513152183707E-12	1E5	2.5507649963874E-10	1.14588738950142E-12	0.234976333945462	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1	-0.05	0.05
154	3E-12	1E10	1E10	1E-30	1.65106002505499E-10	1E10	1E-30	1E10	0.25	1E-30	2.06634370904981E-12	5.19328817291391E-02	4.53993365792921E-11	6.96513152183707E-12	1E5	2.5507649963874E-10	1.14588738950142E-12	0.234976333945462	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1	-0.1	0.1
155	3E-12	1E10	1E10	1E-30	1.65106002505499E-10	1E10	1E-30	1E10	0.25	1E-30	2.06634370904981E-12	5.19328817291391E-02	4.53993365792921E-11	6.96513152183707E-12	1E5	2.5507649963874E-10	1.14588738950142E-12	0.234976333945462	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1	-0.25	0.25
156	3E-12	1E10	1E10	1E-30	1.65106002505499E-10	1E10	1E-30	1E10	0.25	1E-30	2.06634370904981E-12	5.19328817291391E-02	4.53993365792921E-11	6.96513152183707E-12	1E5	2.5507649963874E-10	1.14588738950142E-12	0.234976333945462	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1	-0.05	0.05
157	3E-12	1E10	1E10	1E-30	1.65106002505499E-10	1E10	1E-30	1E10	0.25	1E-30	2.06634370904981E-12	5.19328817291391E-02	4.53993365792921E-11	6.96513152183707E-12	1E5	2.5507649963874E-10	1.14588738950142E-12	0.234976333945462	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1	-0.1	0.1
158	3E-12	1E10	1E10	1E-30	1.65106002505499E-10	1E10	1E-30	1E10	0.25	1E-30	2.06634370904981E-12	5.19328817291391E-02	4.53993365792921E-11	6.96513152183707E-12	1E5	2.5507649963874E-10	1.14588738950142E-12	0.234976333945462	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1	-0.25	0.25
159	3.1E-12	1E10	1E10	1E-30	1.65106002505499E-10	1E10	1E-30	1E10	0.25	1E-30	2.06634370904981E-12	5.19328817291391E-02	4.53993365792921E-11	6.96513152183707E-12	1E5	2.5507649963874E-10	1.14588738950142E-12	0.234976333945462	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1	-0.05	0.05
160	3.1E-12	1E10	1E10	1E-30	1.65106002505499E-10	1E10	1E-30	1E10	0.25	1E-30	2.06634370904981E-12	5.19328817291391E-02	4.53993365792921E-11	6.96513152183707E-12	1E5	2.5507649963874E-10	1.14588738950142E-12	0.234976333945462	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1	-0.1	0.1
161	3.1E-12	1E10	1E10	1E-30	1.65106002505499E-10	1E10	1E-30	1E10	0.25	1E-30	2.06634370904981E-12	5.19328817291391E-02	4.53993365792921E-11	6.96513152183707E-12	1E5	2.5507649963874E-10	1.14588738950142E-12	0.234976333945462	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1	-0.25	0.25
162	3.1E-12	1E10	1E10	1E-30	1.65106002505499E-10	1E10	1E-30	1E10	0.25	1E-30	2.06634370904981E-12	5.19328817291391E-02	4.53993365792921E-11	6.96513152183707E-12	1E5	2.5507649963874E-10	1.14588738950142E-12	0.234976333945462	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1	-0.05	0.05
163	3.1E-12	1E10	1E10	1E-30	1.65106002505499E-10	1E10	1E-30	1E10	0.25	1E-30	2.06634370904981E-12	5.19328817291391E-02	4.53993365792921E-11	6.96513152183707E-12	1E5	2.5507649963874E-10	1.14588738950142E-12	0.234976333945462	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1	-0.1	0.1
164	3.1E-12	1E10	1E10	1E-30	1.65106002505499E-10	1E10	1E-30	1E10	0.25	1E-30	2.06634370904981E-12	5.19328817291391E-02	4.53993365792921E-11	6.96513152183707E-12	1E5	2.5507649963874E-10	1.14588738950142E-12	0.234976333945462	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1	-0.25	0.25
165	3.2E-12	1E10	1E10	1E-30	1.53983403167368E-10	1E10	1E-30	1E10	0.22	1E-30	4.58321024426291E-12	0.273842530101859	1.61717410884491E-11	1.60798988279472E-11	1E5	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1E10	1E-30	1E-10	1	-0.05	0.05
